ID,imdb_title_id,title,original_title,Year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
3817,tt0036886,Guest in the House,Guest in the House,1944,12/8/1944,"Drama, Film-Noir",121,USA,English,"John Brahm, John Cromwell","Ketti Frings, Hagar Wilde",Hunt Stromberg Productions,"Anne Baxter, Ralph Bellamy, Aline MacMahon, Ruth Warrick, Scott McKay, Marie McDonald, Jerome Cowan, Margaret Hamilton, Percy Kilbride, Connie Laird",A young manipulative woman moves in with her fiancÃ©'s family and turns a happy household against itself.,6.2,639,,,,,37,10
3819,tt0036892,The Hairy Ape,The Hairy Ape,1944,7/2/1944,"Drama, Film-Noir",92,USA,English,Alfred Santell,"Eugene O'Neill, Robert Hardy Andrews",Mayfair Productions Inc.,"William Bendix, Susan Hayward, John Loder, Dorothy Comingore, Roman Bohnen, Tom Fadden, Alan Napier, Charles Cane, Charles La Torre","During the 1940s, social class conflict is depicted when a spoiled socialite, traveling on a freighter, calls the ship's head stoker a hairy ape, provoking him into stalking the rich woman once ashore in New York.",6.2,321,,,,,16,1
3853,tt0037001,Lady in the Death House,Lady in the Death House,1944,3/15/1944,"Crime, Drama, Film-Noir",56,USA,English,Steve Sekely,"Frederick C. Davis, Harry O. Hoyt",Jack Schwarz Productions,"Jean Parker, Lionel Atwill, Douglas Fowley, Marcia Mae Jones, Robert Middlemass, Cy Kendall, John Maxwell, George Irving, Forrest Taylor, Sam Flint, Dick Curtis","A young woman is on death row for the murder of a man who was blackmailing her family, although she claims she was framed. Her fiance, a doctor who is conducting experiments on reviving the...",5.3,257,,,,,21,9
3861,tt0037030,Lumberjack,Lumberjack,1944,4/28/1944,"Action, Adventure, Drama",65,USA,English,Lesley Selander,"Norman Houston, Barry Shipman",Harry Sherman Productions,"William Boyd, Andy Clyde, Jimmy Rogers, Douglass Dumbrille, Ellen Hall, Francis McDonald, Ethel Wales, Hal Taliaferro, Charles Morton, Herbert Rawlinson, Frances Morris, John Whitney, Jack Rockwell",Julie's husband has been murdered and land agents want her to sign away her property rights. Hoppy warns against this but she does so anyway. It looks as though she will be unable to ...,6.9,117,,,,,4,1
3876,tt0037074,Million Dollar Kid,Million Dollar Kid,1944,2/28/1944,Comedy,65,USA,English,Wallace Fox,Frank H. Young,Sam Katzman Productions,"Leo Gorcey, Huntz Hall, Gabriel Dell, William 'Billy' Benedict, Louise Currie, Noah Beery, Iris Adrian, Herbert Heyes, Robert Greig, Johnny Duncan, Stanley Brown, Patsy Moran, Mary Gordon, Al Stone, David Durand","The gang is befriended by a millionaire whom they save from a mugging. However, they begin to suspect that the man's son was actually one of the muggers. Knowing that the boy's father is ...",6,505,,,,,10,2
3899,tt0037142,Oath of Vengeance,Oath of Vengeance,1944,12/9/1944,Western,57,USA,English,Sam Newfield,Fred Myton,Sigmund Neufeld Productions,"Buster Crabbe, Falcon, Al St. John, Mady Lawrence, Jack Ingram, Charles King, Marin Sais, Karl Hackett, Kermit Maynard, Hal Price, Frank Ellis","Fuzzy opens a store only to find that everyone buys on credit. The absence of cash is due to the range war between the cattlemen and the farmers started by Kinney. The Sheriff being worthless, Billy is quickly drawn into the conflict.",6.4,118,,,,,6,2
3902,tt0037151,One Body Too Many,One Body Too Many,1944,11/27/1944,"Comedy, Horror, Mystery",75,USA,English,Frank McDonald,"Winston Miller, Maxwell Shane",Pine-Thomas Productions,"Jack Haley, Jean Parker, Bela Lugosi, Blanche Yurka, Lyle Talbot, Douglas Fowley, Fay Helm, Bernard Nedell, Lucien Littlefield, Dorothy Granger, Maxine Fife",An insurance investigator arrives at a creepy mansion to protect a millionaire who has had death threats made against him.,5.3,984,,,,,41,15
3916,tt0037212,The Rats of Tobruk,The Rats of Tobruk,1944,12/7/1944,"Action, War, Drama",68,Australia,English,Charles Chauvel,"Charles Chauvel, Elsa Chauvel",Chamun Productions,"Grant Taylor, Peter Finch, Chips Rafferty, Pauline Garrick, Mary Gay, George Wallace, Joe Valli, Tony Villa, Joe Anderson, Norman Blackler, Robert Carlyle, Gilbert Ellis, Edward Esau, George Gentry, Walter Pym","Tells the story of three men--Bluey, a tough two fisted drover (Taylor), Milo, a laconic dingo trapper (Rafferty), and Pete, an intellectual English ""new chum"" (Finch). Together they serve ...",5.9,162,,,,,8,2
3921,tt0037224,Riders of the Deadline,Riders of the Deadline,1943,12/3/1943,Western,70,USA,English,Lesley Selander,"Bennett Cohen, Clarence E. Mulford",Harry Sherman Productions,"William Boyd, Andy Clyde, Jimmy Rogers, Frances Woodward, William Halligan, Robert Mitchum, Richard Crane, Anthony Warde, Hugh Prosser, Herbert Rawlinson, Jack Rockwell, Earle Hodgins, Montie Montana","When Hoppy's falsely accused young friend is killed while supposedly trying to escape from jail, an embittered Hoppy is blamed and drummed out of the Texas Rangers.",6.8,136,,,,,6,1
3929,tt0037262,Seven Doors to Death,Seven Doors to Death,1944,8/16/1944,"Mystery, Romance",64,USA,English,Elmer Clifton,"Helen Kiely, Elmer Clifton",Alexander-Stern Productions,"Chick Chandler, June Clyde, George Meeker, Michael Raffetto, Gregory Gaye, Edgar Dearing, Rebel Randall, Milton Wallace, Casey MacGregor","A shot rings out in a darkened apartment; a woman screams and flees, tricking architect Jimmy McMillan into giving her a ride. McMillan returns and finds a body; but the police find a ...",4.6,135,,,,,14,2
3949,tt0037336,Swing Hostess,Swing Hostess,1944,9/8/1944,"Comedy, Drama, Music",76,USA,English,Sam Newfield,"Louise Rousseau, Gail Davenport",Sigmund Neufeld Productions,"Martha Tilton, Iris Adrian, Charles Collins, Cliff Nazarro, Harry Holman, Emmett Lynn, Betty Brodel, Claire Rochelle, Paul Porcasi, Terry Frost, Philip Van Zandt, Earle Bruce, Bob Gooding, Walter Pietila, Gene Windson",Rags-to-riches-to-rags story features Benny Goodman vocalist Martha Tilton as an unemployed big band singer who takes a job as an operator at a jukebox company. After falling in love with a...,6.1,126,,,,,12,2
3995,tt0037505,Allotment Wives,Allotment Wives,1945,11/8/1945,"Crime, Drama, Film-Noir",80,USA,English,William Nigh,"Harvey Gates, Sidney Sutherland",Monogram Pictures,"Kay Francis, Paul Kelly, Otto Kruger, Gertrude Michael, Teala Loring, Bernard Nedell, Anthony Warde, Matty Fain, Jonathan Hale, Selmer Jackson, Terry Frost, Reid Kilpatrick, Doris Lloyd, Marcelle Corday, Evelyn Eaton",Story of women who marry GIs just so they can receive the soldiers' pay and their life insurance if they are killed in action.,6.2,345,,,,,14,7
3996,tt0037508,Along Came Jones,Along Came Jones,1945,7/19/1945,"Comedy, Romance, Western",90,USA,English,Stuart Heisler,"Nunnally Johnson, Alan Le May",International Pictures (I),"Gary Cooper, Loretta Young, William Demarest, Dan Duryea, Frank Sully, Don Costello, Walter Sande, Russell Simpson, Arthur Loft, Willard Robertson, Ray Teal, Lane Chandler",A good-natured saddle tramp traveling with his sidekick is mistaken for a ruthless outlaw with a price on his head.,6.5,1656,,,,,34,19
4005,tt0037535,Bells of Rosarita,Bells of Rosarita,1945,6/19/1945,Western,68,USA,English,Frank McDonald,Jack Townley,Republic Pictures (I),"Roy Rogers, Trigger, George 'Gabby' Hayes, Dale Evans, Adele Mara, Grant Withers, Addison Richards, Roy Barcroft, Janet Martin, The Robert Mitchell Boy Choir, Bob Nolan, Sons of the Pioneers, Bill Elliott, Allan Lane, Don 'Red' Barry","Sue Farnum inherits a circus, but her dead father's partner is trying to take it away from her. Roy and Bob Nolan are filming a movie on location at the circus. They and a number of other ...",6.7,148,,,,,11,3
4018,tt0037576,Captain Kidd,Captain Kidd,1945,12/25/1945,"Adventure, Biography, Drama",90,USA,English,Rowland V. Lee,"Norman Reilly Raine, Robert N. Lee",Benedict Bogeaus Production,"Charles Laughton, Randolph Scott, Barbara Britton, Reginald Owen, John Carradine, Gilbert Roland, John Qualen, Sheldon Leonard, William Farnum, Henry Daniell",The unhistorical adventures of pirate Captain Kidd revolve around treasure and treachery.,6.4,1399,"$1,500,000",,,,31,28
4024,tt0037607,Colonel Effingham's Raid,Colonel Effingham's Raid,1946,1/24/1946,Comedy,72,USA,English,Irving Pichel,"Kathryn Scola, Berry Fleming",Twentieth Century Fox,"Charles Coburn, Joan Bennett, William Eythe, Allyn Joslyn, Elizabeth Patterson, Donald Meek, Frank Craven, Thurston Hall, Cora Witherspoon, Emory Parnell, Henry Armetta, Stephen Dunne, Roy Roberts","In 1940, Colonel Will Seaborm Effingham (Charles Coburn), a retired army officer, returns to his home town of Frederisksville, Georgia and is disturbed at the lack of civic pride. He writes...",6,317,,,,,11,6
4039,tt0037636,Delightfully Dangerous,Delightfully Dangerous,1945,3/31/1945,"Musical, Romance",92,USA,English,Arthur Lubin,"Frank Tashlin, Edward Verdier",Hunt Stromberg Productions,"Ralph Bellamy, Constance Moore, Jane Powell, Louise Beavers, Morton Gould, Arthur Treacher, Ruth Tobey","Young Sherry Williams dreams of having a singing career, and she idolizes her older sister Josephine, who has gone to New York to perform on the stage. When Sherry is distraught just before...",6,198,,,,,15,3
4046,tt0037650,Doll Face,Doll Face,1945,12/31/1945,"Comedy, Musical, Romance",80,USA,English,Lewis Seiler,"Harold Buchman, Gypsy Rose Lee",Twentieth Century Fox,"Vivian Blaine, Dennis O'Keefe, Perry Como, Carmen Miranda, Martha Stewart, Stephen Dunne, Reed Hadley, Stanley Prager, Charles Tannen, George E. Stone, Frank Orth, Donald MacBride, Bando da Lua",Burlesque star (Blaine) makes it in the big time.,5.9,357,,,,,17,8
4060,tt0037692,Fashion Model,Fashion Model,1945,3/2/1945,"Adventure, Comedy, Crime",61,USA,English,William Beaudine,"Tim Ryan, Victor Hammond",Monogram Pictures,"Robert Lowery, Marjorie Weaver, Tim Ryan, Lorna Gray, Dorothy Christy, Dewey Robinson, Sally Yarnell, Jack Norton, Harry Depp, Nell Craig, Edward Keane, John Valentine","When a top fashion model is murdered, a stockboy is suspected of the crime. He and another model set out to clear his name and find the real killer.",5.3,122,,,,,10,1
4072,tt0037749,The Great Flamarion,The Great Flamarion,1945,3/30/1945,"Drama, Film-Noir, Mystery",78,USA,English,Anthony Mann,"Anne Wigton, Heinz Herald",W. Lee Wilder Productions,"Erich von Stroheim, Mary Beth Hughes, Dan Duryea, Steve Barclay, Lester Allen, Esther Howard, Michael Mark","Part of an entertainment act, a beautiful but unscrupulous female performer manipulates all the men in her life in order to achieve her aims.",6.6,899,,,,,29,11
4117,tt0037918,The Missing Corpse,The Missing Corpse,1945,6/1/1945,"Comedy, Mystery",62,USA,English,Albert Herman,"Raymond L. Schrock, Harry O. Hoyt",Producers Releasing Corporation (PRC),"J. Edward Bromberg, Isabel Randolph, Frank Jenks, Eric Sinclair, Paul Guilfoyle, Ben Welden, Charles Coleman, Eddy Waller",A feud between rival newspapermen Kruger (Bromberg) and McDonald (Guilfoyle) goes deadly when blackmailing McDonald ends up murdered and his corpse planted in the trunk of Kruger's car. ...,5.8,133,,,,,8,
4134,tt0037985,The Phantom of 42nd Street,The Phantom of 42nd Street,1945,5/2/1945,Mystery,58,USA,English,Albert Herman,"Jack Harvey, Milton Raison",Producers Releasing Corporation (PRC),"Dave O'Brien, Kay Aldridge, Alan Mowbray, Frank Jenks, Edythe Elliott, Jack Mulhall, Vera Marshe, Stanley Price, John Crawford, Cyril Delevanti, Paul Power",A theatre critic (Dave O'Brien) teams up with a cop (Jack Mulhall) to investigate the murder of a Broadway actor.,5.1,227,,,,,15,3
4152,tt0038046,"Salome, Where She Danced","Salome, Where She Danced",1945,4/17/1945,"Adventure, Drama, Music",90,USA,English,Charles Lamont,"Laurence Stallings, Michael J. Phillips",Walter Wanger Productions,"Yvonne De Carlo, Rod Cameron, David Bruce, Walter Slezak, Albert Dekker, Marjorie Rambeau, J. Edward Bromberg, Abner Biberman, John Litel, Kurt Katch, Arthur Hohl, Nestor Paiva, Gavin Muir, Will Wright, Joe Haworth","A Viennese ballerina is forced to flee to Arizona during the Franco-Prussian War, where she proceeds to vamp numerous men in order to get what she wants.",5.6,208,"$1,200,000",,,,11,3
4157,tt0038056,The Scarlet Clue,The Scarlet Clue,1945,5/11/1945,"Comedy, Crime, Mystery",65,USA,English,Phil Rosen,"George Callahan, Earl Derr Biggers",Monogram Pictures,"Sidney Toler, Mantan Moreland, Ben Carter, Benson Fong, Virginia Brissac, Robert Homans, Jack Norton, Janet Shaw, Helen Deverell, Victoria Faust",Charlie discovers a scheme for the theft of government radar plans while investigating several murders.,6.6,1175,"$75,000",,,,33,9
4158,tt0038057,Scarlet Street,Scarlet Street,1945,12/28/1945,"Drama, Film-Noir, Thriller",102,USA,English,Fritz Lang,"Georges de La FouchardiÃ¨re, AndrÃ© MouÃ«zy-Ã‰on",Fritz Lang Productions,"Edward G. Robinson, Joan Bennett, Dan Duryea, Margaret Lindsay, Rosalind Ivan, Jess Barker, Charles Kemper, Anita Sharp-Bolster, Samuel S. Hinds, Vladimir Sokoloff, Arthur Loft, Russell Hicks","When a man in mid-life crisis befriends a young woman, her venal fiancÃ© persuades her to con him out of the fortune they mistakenly assume he possesses.",7.8,12912,"$1,202,007",,,,144,93
4166,tt0038107,The Southerner,The Southerner,1945,12/22/1945,Drama,92,USA,English,Jean Renoir,"Hugo Butler, George Sessions Perry",Producing Artists,"Zachary Scott, Betty Field, J. Carrol Naish, Beulah Bondi, Percy Kilbride, Charles Kemper, Blanche Yurka, Norman Lloyd, Estelle Taylor, Paul Harvey, Noreen Nash, Jack Norworth, Nestor Paiva, Paul E. Burns, Jay Gilpin","The life of the poor Tucker family, that worked as cotton pluggers and decided to get their own ground, but nature is against them.",7.1,2596,"$750,000",,,,39,25
4170,tt0038119,The Stork Club,The Stork Club,1945,12/28/1945,"Comedy, Musical, Romance",98,USA,English,Hal Walker,"Buddy G. DeSylva, Jack McGowan",B.G. DeSylva Productions Inc.,"Betty Hutton, Barry Fitzgerald, Don DeFore, Robert Benchley, Bill Goodwin, Iris Adrian, Mikhail Rasumny, Mary Young, Andy Russell","A hat-check girl at the Stork Club (Hutton) saves the life of a drowning man (Fitzgerald). A rich man, he decides to repay her by anonymously giving her a bank account, a luxury apartment ...",6.5,480,,,,,26,5
4196,tt0038212,Utah,Utah,1945,3/21/1945,"Comedy, Musical, Western",77,USA,English,John English,"John K. Butler, Jack Townley",Republic Pictures (I),"Roy Rogers, Trigger, George 'Gabby' Hayes, Dale Evans, Peggy Stewart, Beverly Lloyd, Jill Browning, Vivien Oakland, Grant Withers, Hal Taliaferro, Jack Rutherford, Emmett Vogan, Bob Nolan, Sons of the Pioneers","When ranch foreman Roy learns the new ranch owner Dorothy Bryant and her friends are arriving, he directs them to Gabby's rundown ranch. He figures they will be discouraged and return East....",5.9,123,,,,,8,2
4212,tt0038259,The Woman in Green,The Woman in Green,1945,7/27/1945,"Drama, Mystery",68,USA,English,Roy William Neill,"Bertram Millhauser, Arthur Conan Doyle",Universal Pictures,"Basil Rathbone, Nigel Bruce, Hillary Brooke, Henry Daniell, Paul Cavanagh, Matthew Boulton, Eve Amber, Frederick Worlock, Coulter Irwin, Sally Shepherd, Mary Gordon","Sherlock Holmes investigates when young women around London turn up murdered, each with a finger severed. Scotland Yard suspects a madman, but Holmes believes the killings to be part of a diabolical plot.",6.7,4965,,,,,70,25
4221,tt0038284,Abilene Town,Abilene Town,1946,1/11/1946,"Romance, Western",89,USA,English,Edwin L. Marin,"Ernest Haycox, Harold Shumate",Guild Productions Inc.,"Randolph Scott, Ann Dvorak, Edgar Buchanan, Rhonda Fleming, Lloyd Bridges, Helen Boyce, Howard Freeman, Richard Hale, Jack Lambert, Dick Curtis, Earl Schenck, Eddy Waller, Hank Patterson",A sheriff tries to stop homesteader conflicts in the West after the Civil War.,6.3,720,,,,,25,9
4237,tt0038346,Behind Green Lights,Behind Green Lights,1946,2/15/1946,"Drama, Film-Noir, Mystery",64,USA,English,Otto Brower,"Scott Darling, Charles G. Booth",Twentieth Century Fox,"Carole Landis, William Gargan, Richard Crane, Mary Anderson, John Ireland, Charles Russell, Roy Roberts, Mabel Paige, Stanley Prager, Charles Tannen",Police lieutenant Sam Carson investigates a political murder after the victim is dumped at the door of police headquarters.,6.4,562,,,,,17,5
4252,tt0038382,Breakfast in Hollywood,Breakfast in Hollywood,1946,2/26/1946,"Comedy, Music",90,USA,English,Harold D. Schuster,Earl Baldwin,Golden Pictures,"Tom Breneman, Bonita Granville, Beulah Bondi, Edward Ryan, Raymond Walburn, Billie Burke, Zasu Pitts, Hedda Hopper, Andy Russell, Spike Jones, Nat 'King' Cole",Based on an old radio series with a live audience. It is the story of few of the people who attend the show. Nat King Cole sings.,5.8,199,,,,,19,
4268,tt0038418,A Close Call for Boston Blackie,A Close Call for Boston Blackie,1946,1/24/1946,"Crime, Drama, Mystery",60,USA,English,Lew Landers,"Ben Markson, Paul Yawitz",Columbia Pictures,"Chester Morris, Lynn Merrick, Richard Lane, Frank Sully, George E. Stone",Sleuth Blackie is framed for murder but manages to catch the culprit.,6.1,272,,,,,14,3
4293,tt0038478,Dick Tracy vs. Cueball,Dick Tracy vs. Cueball,1946,12/18/1946,"Action, Crime, Mystery",62,USA,English,Gordon Douglas,"Dane Lussier, Robert E. Kent",RKO Radio Pictures,"Morgan Conway, Anne Jeffreys, Lyle Latell, Rita Corday, Ian Keith, Dick Wessel, Douglas Walton, Esther Howard, Joseph Crehan, Byron Foulger, Jimmy Crane, Milton Parsons, Skelton Knaggs","Expensive diamonds are stolen but before the thief can fence them he is strangled by ex-con Cueball, who then takes the gems and continues murdering people he believes are trying to swindle...",6.1,1072,,,,,26,10
